	sentence	annotation
9981	capital punishment useless weapon socalled war drugs	argument
9982	natural right regardless whether anyone approves disapproves outcome make choice	argument
9983	completely opposed atomic energy point environmental perils	argument
9984	hectares values carbohydrates including sugars lipids proteins	non_argument
9985	railroads heads obtained photographic evidence gut appear certain	non_argument
9986	terms certain results simply land parrots terra papaga	non_argument
9987	assembly flights sole reliance advertising revenue businesses individuals	non_argument
9988	gradually alone fugitive robot mean girls wanted batman begins dark	non_argument
9989	surprisingly users illicit drugs used marijuana first	argument
9990	human life amendment returning legal situation whole new body law women abortion practitioners doctors facing murder charges	argument
9991	italian language die	non_argument
9992	association deep snowbanks century new york state	non_argument
9993	places owe node wired lans commonly used since significant	non_argument
9994	threat even severest punishment discourage expect escape detection arrest	argument
9995	century scientists drive machinery bathing much gev	non_argument
9996	united states guns per people guns highest total per capita number world	argument
9997	final analysis surprised really went thinking uniforms n’t make difference came away seeing	argument
9998	produces model performance knowledge improve internet routing holocaust	non_argument
9999	uruguay located south america	non_argument
10000	selfexpression important part child development experts believe curbing uniforms detrimental children	argument
10001	savings loans bank founded first cottonweaving mill year	non_argument
10002	planned children often better life prospects caregivers better prepared support child physically emotionally financially	argument
10003	really asking background checks done placing guns hands people	argument
10004	ninetynine percent criminal defendants end penniless time case appeal	argument
10005	powers struggled mind sports within sport definitions yet	non_argument
10006	epitomizes tragic inefficacy brutality violence rather reason solution difficult social problems	argument
10007	born child denied love one parent probably father	argument
10008	pólya	non_argument
